"age","gender","education","income"
30,"Male",12,18.62745094
29,"Male",13,10.98901081
30,"Male",14,14.42307663
30,"Male",13,19.23077011
30,"Male",14,14.90384579
30,"Female",13,12.01923084
30,"Male",14,17.09401703
29,"Male",16,19.23077011
30,"Male",16,21.6857605
29,"Male",14,15.38461494
29,"Male",13,21.63461494
30,"Female",16,8.547008514
29,"Male",13,9.760937691
30,"Male",16,15
30,"Male",13,45.0549469
30,"Female",16,12.5
30,"Male",18,23.84615326
30,"Male",12,3.599999905
29,"Male",16,25
29,"Male",13,16.66666603
30,"Male",13,25.4788456
29,"Male",12,13.63636398
30,"Female",16,13.94230747
30,"Female",12,8.653845787
29,"Male",14,18.42948723
29,"Female",16,7.451922894
30,"Male",12,11.11888123
29,"Female",14,9.340659142
30,"Female",16,13.46153831
29,"Male",16,17.30769157
29,"Male",14,9.340659142
29,"Male",18,13.46153831
30,"Male",14,16.82692337
30,"Female",16,20.12522316
29,"Male",12,18.14903831
30,"Female",14,21.9017086
30,"Female",16,11.1336031
29,"Female",14,9.615385056
29,"Female",12,9
30,"Male",14,17.30769157
30,"Male",12,6
29,"Male",14,21.63461494
30,"Female",14,18.75
29,"Female",13,12.5
30,"Female",12,15.18218613
29,"Male",13,8.823529243
29,"Male",12,7.65306139
30,"Male",12,26.49572563
30,"Female",16,17.30769157
29,"Male",13,10.52631569
29,"Male",14,26.92307663
30,"Male",12,8.653845787
29,"Male",14,11.53846169
29,"Female",16,14.61538506
30,"Female",18,15.625
30,"Male",13,18.02884674
30,"Male",12,12.5
30,"Male",12,15.38461494
29,"Male",13,14.9572649
30,"Female",13,25.66682625
30,"Male",12,16.41650963
29,"Male",12,13.46153831
30,"Male",12,11.6279068
29,"Male",16,10.35503006
30,"Male",12,17.78846169
29,"Female",16,11.53846169
30,"Female",16,24.51922989
30,"Male",12,28.84615326
29,"Female",12,9.368131638
29,"Male",10,9.615385056
30,"Male",9,17.11538506
29,"Male",16,29.80769157
30,"Male",14,14.42307663
30,"Male",9,12.01923084
29,"Female",6,12.98076916
30,"Male",12,14.42307663
29,"Female",12,9.615385056
29,"Female",14,7.692307472
29,"Male",11,10.09615421
30,"Female",16,13.94230747
29,"Female",16,21.97802162
30,"Male",12,14.70588207
29,"Female",16,17.01922989
30,"Male",18,29.9145298
29,"Male",12,23.80952454
29,"Female",14,14.61538506
30,"Female",16,3.846153736
30,"Female",13,8.17307663
30,"Male",14,8.012820244
30,"Male",14,12
29,"Female",16,10.57692337
29,"Female",12,10.57692337
30,"Female",16,15.625
30,"Male",12,24.72527504
30,"Female",18,25
30,"Female",14,18.26922989
30,"Female",13,16.82692337
30,"Female",12,22.64422989
29,"Male",12,7.211538315
29,"Female",14,4.700854778
30,"Male",12,21.63461494
30,"Female",16,17.30769157
29,"Male",12,14.82371807
30,"Female",12,9.743589401
30,"Male",16,23.55769157
30,"Male",12,9.230769157
29,"Female",16,11.25
29,"Male",14,17.48251724
30,"Female",12,9.615385056
30,"Male",14,13.78205109
30,"Male",16,22.18934822
30,"Female",12,12.98076916
30,"Female",12,9.615385056
30,"Female",16,15
29,"Male",12,15.29720306
29,"Male",12,11.21794891
29,"Female",10,6.656804562
30,"Male",16,48.07692337
30,"Female",18,21.36752129
30,"Male",12,3.846153736
30,"Female",16,24.03846169
30,"Male",13,24.03846169
29,"Male",13,14.42307663
29,"Male",11,5
29,"Male",12,21.15384674
29,"Male",9,13.46153831
29,"Male",12,22.69230843
30,"Male",12,16.66666603
29,"Male",13,21.15384674
30,"Male",9,12.39316273
30,"Female",10,3.205128193
30,"Male",14,20.03205109
29,"Male",12,25.48077011
30,"Female",16,11.05769253
30,"Male",16,38.46154022
29,"Female",18,19.23175621
29,"Male",16,75.91093445
29,"Male",10,16.82692337
30,"Male",12,27.77777863
30,"Female",8,6.730769157
29,"Male",12,16.82692337
30,"Male",13,15.86538506
30,"Female",16,11.05769253
30,"Male",13,4.262820721
30,"Male",13,13.98601437
29,"Female",13,13.46153831
29,"Female",12,5.961538315
29,"Male",14,10.38461494
30,"Female",18,7.051281929
29,"Male",16,17.78846169
30,"Male",14,30.67765617
29,"Female",13,8.603239059
29,"Male",13,17.05128288
29,"Male",12,15.38461494
30,"Female",12,10.09615421
30,"Male",16,6.923077106
30,"Female",16,5
30,"Male",12,31.76922989
30,"Female",11,9.134614944
29,"Female",14,18.69658089
29,"Female",12,12.82051277
30,"Male",14,25
29,"Male",14,33.65384674
29,"Female",13,11.21794891
30,"Female",13,13.46153831
30,"Male",13,21.63461494
29,"Male",14,20.19230843
30,"Male",13,16.48351669
29,"Female",12,19.23077011
29,"Male",12,42.78845978
30,"Female",18,40.86538315
29,"Male",12,18.26922989
29,"Female",16,14.9572649
30,"Male",12,14.90480804
30,"Female",16,11.63967609
30,"Male",13,26.95499992
29,"Female",12,10.09615421
30,"Female",14,13.87733841
30,"Female",13,15.38461494
29,"Female",12,9.615385056
29,"Male",16,22.11538506
29,"Female",6,6.730769157
29,"Female",12,3.692307711
29,"Male",18,20.67307663
30,"Male",12,12.5
30,"Male",14,11.53846169
29,"Male",12,11.53846169
30,"Male",11,10.38461494
30,"Female",14,28.84615326
29,"Female",12,18.49112511
29,"Male",16,13.98601437
30,"Female",18,20.5128212
29,"Female",16,14.42307663
29,"Female",11,9.615385056
30,"Female",18,19.61538506
29,"Male",14,19.23077011
30,"Female",16,21.63461494
30,"Male",18,57.69230652
29,"Male",16,42.30769348
30,"Male",16,16.34615326
29,"Female",18,21.15384674
29,"Female",16,19.23077011
30,"Male",13,22.99331093
29,"Male",18,58.54700851
29,"Female",16,30.76922989
29,"Male",12,14.9572649
30,"Male",12,12.01923084
29,"Female",14,11.53846169
30,"Male",16,37.69230652
29,"Female",12,4.903846264
29,"Female",18,17.69230843
30,"Male",12,20.5128212
30,"Female",16,21.63461494
29,"Female",13,10.5
29,"Female",12,7.692307472
29,"Male",13,33.65384674
29,"Male",12,13.84615421
29,"Female",16,12.01923084
30,"Female",18,14.42307663
30,"Male",13,17.78846169
29,"Female",13,6.730769157
29,"Male",16,10.09615421
29,"Female",12,12.01923084
29,"Male",12,10
30,"Female",13,21.63461494
29,"Male",12,9.615385056
29,"Female",13,37.98077011
29,"Female",16,40.38461685
30,"Male",11,14.0625
29,"Female",16,13.46153831
30,"Female",16,24.27884674
29,"Female",14,10.39500999
30,"Female",16,22.21153831
30,"Male",14,12.98076916
29,"Male",12,10.07326031
30,"Female",13,18.07692337
29,"Male",13,30.76922989
30,"Female",12,16.82692337
30,"Male",12,19.23077011
29,"Male",13,17.30769157
29,"Female",16,19.23077011
29,"Male",12,43.26922989
30,"Male",13,15.18218613
30,"Female",14,6.5
30,"Male",18,33.65384674
29,"Female",12,14.42307663
30,"Female",14,5.288461685
29,"Male",16,18.26922989
29,"Female",18,5.769230843
30,"Male",18,38.46154022
30,"Male",16,42.73504257
30,"Female",18,24.03846169
30,"Female",12,16.82692337
29,"Female",14,15.38461494
30,"Female",13,28.84615326
30,"Male",13,9.615385056
29,"Female",12,16.82692337
30,"Male",12,9.518259048
30,"Female",13,9.615385056
29,"Female",12,9.615385056
30,"Male",13,15.06410217
30,"Male",6,9.216345787
29,"Male",18,16.53846169
29,"Female",14,6.730769157
30,"Male",16,18.68131828
29,"Male",13,20.83333397
29,"Female",13,17.30865479
29,"Male",14,20.19230843
29,"Male",13,33.65384674
29,"Male",13,15.625
30,"Male",6,13.94230747
29,"Male",12,16.82692337
30,"Female",16,19.23077011
29,"Male",14,24.03846169
29,"Male",18,49.03845978
29,"Female",16,27.88461494
29,"Female",18,21.63461494
30,"Female",16,23.5
29,"Male",13,12.01923084
29,"Male",13,19.03605843
29,"Female",14,13.46153831
30,"Female",16,20.03205109
29,"Female",18,26.22377586
29,"Male",12,4.80817318
30,"Male",16,28.84615326
30,"Female",13,12.82051277
29,"Female",16,21.63461494
29,"Female",12,9.615385056
29,"Male",18,16.82692337
30,"Female",13,21.63461494
29,"Male",6,12.01923084
29,"Female",13,14.42307663
30,"Female",12,7.692307472
30,"Male",12,6.730769157
30,"Female",18,28.36538506
30,"Female",16,27.2435894
30,"Male",16,21.92384529
30,"Female",18,36.05769348
30,"Male",13,6.25
30,"Female",18,23.07692337
30,"Female",18,24.03846169
30,"Male",12,27.64422989
30,"Male",16,31.92307663
29,"Male",16,40.86538315
30,"Male",18,6.009615421
29,"Male",16,20.97902107
29,"Female",18,36.05769348
30,"Female",13,16.48351669
29,"Male",18,19.23077011
29,"Male",16,22.3776226
29,"Female",16,16.64201164
30,"Male",13,7.396449566
30,"Male",18,25.38461494
30,"Male",16,40.38461685
30,"Female",16,65.86538696
29,"Female",16,27.77777863
29,"Male",8,13.46153831
29,"Female",18,26.77514839
30,"Male",16,37.5
30,"Male",18,30.76922989
29,"Male",16,22.72727203
29,"Female",18,25.48077011
30,"Female",18,33.65384674
30,"Male",16,35.89743423
30,"Male",18,29.43485069
30,"Female",18,24.03846169
30,"Male",16,32.69230652
30,"Male",16,53.82538605
29,"Female",18,8.516483307
29,"Male",18,26.92307663
30,"Female",18,19.23077011
30,"Female",13,25.96153831
30,"Female",16,36.05769348
30,"Female",16,23.07692337
29,"Male",16,28.84615326
30,"Male",18,38.46154022
29,"Male",13,13.46153831
30,"Female",16,16.82692337
30,"Female",13,16.82788467
29,"Female",18,40.86538315
29,"Female",16,11.83431911
29,"Male",16,43.26922989
30,"Male",6,7.142857075
30,"Male",13,10.71428585
29,"Female",16,23.54788017
30,"Male",6,7.211538315
30,"Male",12,5.769230843
29,"Female",9,13.46153831
30,"Male",16,20.19230843
30,"Female",18,30.09615326
29,"Male",16,38.46154022
29,"Female",16,28.36538506
30,"Female",16,17.30769157
29,"Female",13,12.98076916
29,"Male",13,14.42307663
30,"Male",18,9.616346359
29,"Female",18,9.616346359
29,"Female",13,15.38461494
30,"Female",18,28.84615326
29,"Female",18,12.30769253
30,"Female",18,53.84615326
30,"Female",14,17.73269272
29,"Male",13,28.84615326
29,"Female",14,10
29,"Male",12,17.30769157
29,"Female",11,7.692307472
30,"Female",12,11.53846169
30,"Male",16,7.461538315
30,"Male",12,9.615385056
29,"Male",18,22.43589783
29,"Male",13,25.17482567
30,"Female",13,8.413461685
30,"Female",12,13.46153831
30,"Female",12,8.241758347
29,"Male",16,20.19230843
29,"Female",18,18.34134674
30,"Female",13,15.86538506
29,"Male",12,3.846153736
29,"Male",16,28.84615326
30,"Male",12,14.42307663
29,"Female",12,11.11111069
29,"Female",12,16.34615326
29,"Male",11,16.15384674
30,"Female",12,14.42307663
29,"Male",13,12.98076916
30,"Male",16,14.76923084
30,"Female",14,15.86538506
29,"Male",12,15.38461494
30,"Female",13,14.42307663
29,"Female",14,14.42307663
29,"Female",18,26.44230843
29,"Male",16,34.61538315
29,"Male",12,12.01923084
29,"Female",13,32.21154022
29,"Male",13,11.05769253
29,"Male",13,25
29,"Male",16,6.730769157
29,"Female",16,14.42307663
30,"Male",16,18.59410477
29,"Female",13,11.53942299
29,"Female",16,22.59615326
30,"Male",16,41.34615326
30,"Female",16,38.46154022
29,"Male",16,16.82692337
30,"Male",18,71.15384674
29,"Male",12,35.37548065
30,"Female",12,15
29,"Male",10,10.09711552
30,"Male",13,25
30,"Female",12,11.53846169
30,"Female",13,13.73626328
29,"Female",13,16.82692337
29,"Female",16,24.03846169
29,"Male",12,12.01923084
30,"Male",16,20.83333397
29,"Female",16,55.28845978
29,"Male",18,36.32478714
30,"Female",18,33.65384674
30,"Female",13,22.59615326
29,"Male",13,34.61538315
29,"Male",16,25.94038391
29,"Female",18,24.03846169
30,"Female",12,17.30769157
30,"Female",13,15.38461494
30,"Male",16,32.69230652
29,"Male",13,12.5
30,"Female",18,15.68825912
29,"Male",16,14.42307663
30,"Male",16,36.05769348
30,"Male",12,20.19230843
30,"Male",12,8.241758347
30,"Female",16,5.074786186
29,"Male",13,12.01923084
30,"Male",16,38.46154022
30,"Male",12,11.05769253
30,"Male",16,17.30769157
30,"Female",16,19.23077011
29,"Male",16,16.82692337
29,"Male",13,8.653845787
29,"Male",16,20.19230843
30,"Male",12,6.730769157
29,"Female",13,10.09615421
29,"Female",12,15.38461494
30,"Male",12,27.47252655
29,"Male",18,19.23077011
30,"Male",12,32.5
29,"Female",14,7.692307472
29,"Male",13,11.53846169
29,"Female",12,5.917159557
29,"Male",12,21.63461494
30,"Male",12,6.25
30,"Male",12,12.01923084
30,"Male",12,7.693269253
29,"Female",13,15.38461494
29,"Male",13,13.22115421
30,"Male",12,11.53846169
30,"Male",12,14.42307663
29,"Female",12,8.653845787
30,"Male",16,22.11538506
29,"Male",6,9.890110016
29,"Male",12,13.73626328
30,"Female",16,15.86538506
29,"Male",13,12.17948723
29,"Male",18,19.23077011
29,"Female",13,8.413461685
30,"Male",14,12.98076916
29,"Male",16,19.5
30,"Female",16,13.18181801
30,"Female",16,27.40384674
29,"Male",16,7.692307472
29,"Male",12,14.42307663
30,"Female",13,14.42307663
30,"Male",16,18.75
29,"Male",16,14.42307663
30,"Male",14,24.03846169
29,"Male",12,16.56804657
30,"Male",16,23.50427437
30,"Female",12,26.04166603
30,"Female",12,9
29,"Male",12,13.46938801
29,"Male",13,17.30769157
30,"Male",9,10.57692337
30,"Female",10,10.98901081
29,"Male",16,17.30769157
29,"Female",18,21.63461494
30,"Male",18,20.19230843
29,"Female",16,19.23077011
30,"Male",16,28.84615326
29,"Female",18,24.03846169
30,"Male",12,8.846154213
30,"Female",13,31.46853065
29,"Male",12,12.5714283
30,"Male",14,29.80769157
30,"Male",13,40.38461685
29,"Male",12,13.46153831
29,"Male",16,19.23077011
29,"Male",18,21.63461494
30,"Female",12,12.01923084
29,"Male",9,12.36263752
30,"Female",16,30.98290634
30,"Female",16,29.35222626
29,"Male",13,11.53846169
30,"Female",12,15.38461494
30,"Male",12,19.23077011
30,"Female",16,14.42307663
29,"Male",16,32.05128098
29,"Female",14,15.86538506
29,"Male",12,14.52991486
30,"Male",16,32.69230652
29,"Female",16,40.86538315
29,"Male",12,22
29,"Male",12,21.63461494
30,"Male",12,38.46154022
29,"Male",11,17.30769157
29,"Female",16,14.90384579
30,"Male",12,11.53846169
30,"Male",12,14.39999962
29,"Male",12,16.23931694
29,"Female",12,10.09615421
30,"Female",16,14.90384579
30,"Male",16,13.17016315
29,"Male",12,18.02884674
29,"Male",10,10.57692337
30,"Female",12,6.25
30,"Male",16,9.615385056
30,"Female",14,11.15384579
29,"Male",12,19.27884674
30,"Female",12,36.05769348
30,"Female",13,9.134614944
29,"Male",12,15.38461494
29,"Male",16,56.73077011
29,"Female",13,12.5
30,"Male",11,8.241758347
30,"Female",16,22.11538506
29,"Male",12,8.17307663
30,"Male",13,21.36752129
30,"Male",13,16.82692337
29,"Male",12,12.01923084
29,"Male",13,21.08653831
30,"Female",16,29.70085526
30,"Male",12,21.63461494
29,"Male",13,21.63461494
30,"Male",18,21.63461494
29,"Female",13,9.615385056
30,"Male",13,16.82692337
29,"Male",16,19.23077011
29,"Female",12,15.38461494
30,"Male",18,19.23077011
29,"Female",18,20.5128212
29,"Male",16,19.23077011
30,"Male",12,13.77024269
29,"Female",12,5.829121113
29,"Male",14,18.21862411
29,"Female",16,21.63461494
30,"Female",16,32.05128098
30,"Female",13,14.9572649
29,"Male",12,15.38461494
30,"Male",16,24.03846169
29,"Male",8,10.57692337
29,"Male",16,28.84615326
30,"Female",16,23.07692337
29,"Female",16,22.11538506
29,"Female",16,25
29,"Female",14,10.39500999
29,"Female",12,7.932692528
30,"Female",16,19.23077011
29,"Female",18,31.73077011
30,"Male",13,14.42307663
29,"Male",13,39.5530777
29,"Male",16,22.69230843
30,"Male",12,13.46153831
29,"Female",14,10.12095165
30,"Male",13,20.67307663
30,"Male",13,26.44230843
30,"Male",14,17.48251724
30,"Male",12,10.57692337
29,"Female",12,12.01923084
29,"Male",14,16.82788467
30,"Female",18,23.31730843
29,"Male",13,8.289124489
30,"Female",13,10.50983906
29,"Male",13,15
29,"Male",14,15.29720306
30,"Male",12,13.89423084
30,"Male",14,11.53846169
29,"Female",13,14.83516502
30,"Female",18,29.9145298
29,"Male",13,10.67403889
30,"Male",16,14.66346169
30,"Female",12,8.406923294
29,"Female",18,11.53846169
29,"Male",16,18.26922989
30,"Female",16,13.97959137
29,"Female",12,6.95581007
29,"Female",13,21.97802162
29,"Female",18,18.26922989
29,"Female",12,10.09615421
30,"Female",12,8.653845787
29,"Female",13,11.30000019
29,"Female",13,36.32478714
29,"Female",16,4.662004471
29,"Male",12,21.63461494
29,"Male",12,16.82692337
29,"Male",13,26.92307663
30,"Male",12,25.64102554
30,"Female",12,14.42307663
30,"Male",14,6.25
30,"Male",16,41.47299957
30,"Male",16,21.67832184
29,"Male",16,33.65384674
29,"Female",18,25
29,"Male",14,28.84615326
29,"Male",12,16.66666603
30,"Female",18,28.84615326
30,"Female",14,13.94230747
30,"Female",16,19.23077011
29,"Male",12,19.23077011
30,"Male",12,15.06410217
29,"Male",13,16.82692337
30,"Female",16,8.653845787
30,"Male",16,31.25
30,"Female",18,19.23077011
30,"Female",12,2.051282167
30,"Male",13,36.53845978
29,"Female",16,13.87788486
29,"Male",12,4.273504257
29,"Female",16,34.72222137
29,"Male",13,8.17307663
29,"Male",12,11.85897446
29,"Male",11,4.326922894
29,"Male",16,40.86538315
29,"Female",13,12.01923084
29,"Female",16,10
30,"Female",16,19.23077011
30,"Female",14,17.5
29,"Male",16,15.22435856
30,"Female",12,9.615385056
30,"Female",16,24.03846169
30,"Female",12,11.05769253
30,"Female",12,13.46153831
29,"Male",14,10.09615421
30,"Female",14,10.09615421
30,"Female",18,25
30,"Female",14,7.211538315
30,"Male",13,11.53846169
30,"Female",14,17.30769157
30,"Male",14,28.84615326
29,"Male",16,32.05128098
30,"Female",13,11.5
29,"Female",12,9.861932755
30,"Female",16,9.401709557
30,"Male",13,25
30,"Male",13,15.38461494
29,"Female",16,13.75
30,"Male",12,26.92307663
29,"Female",16,14.42307663
29,"Male",13,14.90384579
30,"Female",12,20.19230843
30,"Male",9,27.47252655
30,"Female",18,74
30,"Male",16,36.05769348
30,"Male",13,9.615385056
30,"Female",18,12.01923084
29,"Male",13,15.86538506
29,"Male",12,23.07692337
30,"Female",12,16.97115326
30,"Female",12,7.692307472
29,"Male",13,28.84615326
29,"Male",13,4.807692528
30,"Female",13,12.01923084
30,"Female",16,16.82692337
29,"Female",16,22.5
30,"Female",13,20.67307663
29,"Female",14,17.66608429
29,"Female",16,19.23077011
30,"Male",12,16.66666603
30,"Female",12,9.615385056
30,"Female",14,21.97802162
30,"Female",16,22.11538506
29,"Male",13,21.15384674
30,"Female",16,17.93269157
29,"Female",13,9
29,"Female",18,27.47252655
30,"Male",18,16.02564049
30,"Male",18,24.03846169
30,"Female",12,14.42307663
30,"Female",12,6.072874546
29,"Male",12,8
30,"Female",16,35.38461685
30,"Female",14,12.25
30,"Female",16,9.615385056
30,"Female",16,27.88461494
30,"Female",16,16.66666603
30,"Female",14,15.38461494
29,"Male",16,34.18803406
29,"Male",16,67.30769348
30,"Female",13,14.42307663
29,"Female",12,8.653845787
30,"Male",12,14.42307663
29,"Male",12,24.03846169
30,"Female",12,12.01923084
30,"Male",13,13.73626328
30,"Female",13,13.46153831
29,"Male",12,25.51020432
30,"Male",12,18.26922989
30,"Female",12,8.653845787
30,"Male",12,18.49112511
30,"Female",12,7.03125
29,"Male",12,26.44230843
29,"Female",13,11.05769253
30,"Male",13,19.23077011
29,"Female",14,7.8125
30,"Male",10,11.60000038
30,"Male",12,9.615385056
29,"Female",12,4.807692528
29,"Female",12,5.769230843
30,"Male",12,19.23077011
29,"Female",6,4.807692528
29,"Female",16,6.346153736
29,"Male",13,13.98601437
29,"Male",12,7.5
29,"Female",14,8.699999809
30,"Male",12,16.02564049
29,"Female",12,14.42307663
29,"Male",13,15.38461494
30,"Male",12,16.34615326
29,"Female",13,6.730769157
29,"Female",18,16.53846169
30,"Male",13,14.61538506
30,"Female",18,14.13461494
30,"Male",12,11.53846169
29,"Male",12,15.38461494
30,"Female",14,19.23077011
30,"Male",12,38.46154022
30,"Male",14,12.01923084
29,"Male",12,8.000961304
30,"Female",14,24.03846169
30,"Male",12,11.53846169
29,"Female",12,33.65384674
29,"Female",18,13.8134613
30,"Male",18,25.21367455
30,"Female",16,12.5
30,"Male",13,6.410256386
29,"Male",16,28.52564049
29,"Male",14,13.46153831
29,"Male",12,32.21154022
29,"Female",16,9.615385056
29,"Male",16,13.65384579
29,"Female",14,13.22211552
29,"Female",12,11.53846169
30,"Female",12,11.53846169
30,"Female",18,9.615385056
29,"Male",11,12.39316273
30,"Male",13,28.20512772
30,"Female",16,10.57692337
30,"Female",13,23.03701973
29,"Female",16,12.76223755
30,"Female",13,12.98076916
30,"Female",16,17.30769157
30,"Male",12,13.46153831
29,"Male",13,23.07692337
30,"Male",13,17.58241844
29,"Male",16,11.88811207
29,"Male",8,7.211538315
29,"Female",18,60.57692337
30,"Male",13,21.63461494
30,"Female",13,11.30576897
29,"Male",18,13.46153831
29,"Male",12,22.8115387
29,"Male",10,12
29,"Male",16,32.69230652
29,"Female",16,16.82692337
30,"Female",12,9.615385056
30,"Female",13,23.03701973
29,"Female",16,10.57692337
29,"Female",10,4.326922894
30,"Male",8,7.115384579
29,"Male",10,11.97500038
30,"Female",12,15.38461494
30,"Female",12,11.05769253
30,"Male",13,38.46154022
29,"Male",13,33.65384674
29,"Female",16,28.93518448
30,"Male",12,9.615385056
29,"Male",16,12.5
29,"Female",12,19.71153831
30,"Female",12,9.615385056
30,"Male",13,25
29,"Male",12,12.5
30,"Female",12,14.10256386
30,"Male",13,19.23077011
29,"Female",16,38.46154022
30,"Male",14,13.02083302
29,"Female",16,14.42307663
30,"Male",12,9.399038315
30,"Female",12,11.21794891
30,"Male",13,28.84615326
30,"Male",8,12.01923084
29,"Male",14,26.44230843
29,"Female",12,8.653845787
29,"Female",12,8.653845787
29,"Male",16,39.42307663
29,"Female",12,16.82692337
30,"Male",14,19.23077011
29,"Male",10,9.615385056
29,"Female",13,9.985207558
29,"Male",12,10.68376064
29,"Female",13,9.375
30,"Male",11,8.097166061
30,"Male",16,14.90384579
30,"Male",12,18.84230804
30,"Male",14,19.23077011
30,"Male",6,4.807692528
29,"Male",12,21.92307663
29,"Female",13,24.03846169
30,"Male",12,11.05769253
29,"Male",12,12.01923084
29,"Male",12,30.61740875
30,"Male",12,12.5
30,"Female",16,30.28846169
29,"Male",13,14.44855785
30,"Male",13,19.23077011
30,"Female",11,12.82051277
29,"Male",12,8.17307663
30,"Male",13,10.39500999
30,"Female",18,18.5
29,"Female",16,17.30769157
30,"Female",13,11.53846169
30,"Male",12,12.26790428
30,"Female",12,18.26922989
29,"Female",13,16.10577011
29,"Male",12,8.012820244
29,"Male",9,11.92998028
30,"Male",16,14.42307663
29,"Male",11,5.769230843
29,"Female",12,21.63461494
30,"Male",14,28.84615326
29,"Male",18,28.84615326
29,"Male",13,24.03846169
30,"Female",12,7.692307472
30,"Female",12,11.20879078
30,"Female",12,10.57692337
29,"Female",13,20.2429142
29,"Male",9,14.42307663
29,"Female",14,14.98076916
30,"Male",12,6.730769157
30,"Female",12,12.28571415
29,"Male",13,10.68376064
30,"Male",12,12.5
29,"Female",12,9.615385056
29,"Male",13,26.44230843
30,"Male",13,25.48077011
29,"Female",12,6.730769157
30,"Female",16,24.03846169
30,"Female",8,9.615385056
29,"Female",14,11.53846169
30,"Male",16,13.63636398
30,"Male",12,12.76923084
30,"Female",12,10.57692337
29,"Female",12,6.730769157
29,"Female",11,4.615384579
29,"Male",16,43.26922989
29,"Female",18,21.15384674
29,"Female",14,5.769230843
29,"Male",13,19.23077011
29,"Female",10,11.375
29,"Female",12,11.53846169
29,"Female",14,25.48077011
30,"Male",12,18.26922989
30,"Male",12,11.53846169
29,"Male",13,9.615385056
29,"Male",13,13.73626328
30,"Female",12,8.012820244
29,"Male",12,12.01923084
29,"Male",16,4.120879173
30,"Female",13,12.01923084
30,"Female",18,24.03846169
30,"Female",18,28.84615326
29,"Female",13,10.09615421
29,"Female",13,29.80769157
30,"Female",16,14.42307663
29,"Male",16,14.42307663
29,"Female",16,15.93406582
30,"Female",14,14.42307663
29,"Female",16,26.44230843
30,"Male",12,7.692307472
30,"Female",12,12.01923084
30,"Female",14,10.6275301
30,"Female",14,22.97008514
30,"Male",16,76.92308044
29,"Male",13,36.05769348
30,"Male",13,31.25
30,"Male",12,8.974358559
29,"Female",12,8.653845787
30,"Male",12,16.82692337
30,"Female",13,16.82692337
29,"Male",12,3.605769157
29,"Male",13,14.28571415
29,"Male",12,24.03846169
29,"Male",13,30.76922989
29,"Female",14,14.42307663
30,"Male",12,12.98076916
29,"Female",13,22.11538506
30,"Male",12,16.82692337
30,"Male",12,12.01923084
30,"Male",16,6.730769157
29,"Male",13,22.43589783
29,"Male",14,7.211538315
29,"Female",12,10.5
29,"Female",8,7.276507378
29,"Male",16,27.88461494
30,"Female",12,18.46153831
29,"Female",12,13.84615421
29,"Male",12,12.67500019
29,"Male",12,17.09401703
29,"Male",12,13.84615421
30,"Male",16,31.25
30,"Male",12,21.1428566
30,"Male",12,14.5348835
30,"Female",13,9.211057663
30,"Male",12,21.4285717
29,"Female",12,6.593406677
30,"Male",13,10.2564106
29,"Female",14,14.42307663
30,"Male",14,13.84615421
30,"Female",13,12.01923084
30,"Male",12,21.63461494
29,"Male",12,10.09711552
29,"Female",12,10.57692337
29,"Female",12,11.25
29,"Male",16,21.15384674
29,"Male",12,14.58333302
30,"Female",16,20.19230843
29,"Male",12,10
30,"Female",12,12.01923084
29,"Female",16,9.615385056
30,"Female",13,22.59615326
30,"Male",18,32
29,"Male",16,34.18803406
29,"Female",12,8.07692337
30,"Female",16,14.79289913
30,"Male",13,25.7142849
30,"Female",16,8.653845787
30,"Male",12,11.11111069
30,"Male",16,16.15384674
30,"Female",16,18.46153831
30,"Female",13,16.34615326
29,"Male",16,18.81270981
30,"Male",14,15.86538506
30,"Male",6,14.23076916
30,"Female",12,6.730769157
29,"Female",14,10.57692337
29,"Male",9,3.75
29,"Female",13,10.57692337
29,"Male",13,10.2564106
30,"Male",10,12.5
30,"Female",12,12.09150314
30,"Male",16,33.41880417
29,"Male",12,14.90384579
30,"Female",9,8.17307663
30,"Female",10,5.769230843
29,"Male",12,23.54788017
30,"Female",14,22.18934822
29,"Female",13,18.80341911
30,"Female",12,15.86538506
29,"Male",13,24.54991722
29,"Male",18,24.03846169
29,"Male",13,18.46153831
29,"Female",12,9.134614944
30,"Male",8,13.46217918
29,"Male",12,11.53846169
30,"Male",12,19.23077011
30,"Female",13,13.94230747
29,"Male",12,4.807692528
29,"Male",16,30.76922989
29,"Female",6,6.373626232
30,"Male",13,30.09615326
29,"Female",12,12.5
29,"Female",16,15.86538506
30,"Female",16,19.23077011
30,"Male",16,28.84615326
29,"Male",13,12.82136726
30,"Female",12,6.25
30,"Female",12,11.05769253
30,"Male",16,82.41757965
29,"Male",12,21.15384674
29,"Female",13,16.34615326
29,"Male",14,26.92307663
30,"Male",12,15
29,"Male",12,14.42307663
30,"Male",12,7.692307472
30,"Female",16,25
30,"Female",16,8.974358559
30,"Female",6,12.5
30,"Male",18,38.46154022
30,"Female",18,31.25
29,"Female",12,14.42307663
29,"Female",12,11.53846169
30,"Male",6,7.489878654
29,"Female",12,6.25
30,"Male",13,14.76923084
29,"Female",13,11.27450943
29,"Male",12,12.98076916
30,"Female",16,21.15384674
29,"Male",13,10.09615421
29,"Female",14,18.26922989
29,"Female",13,15.38461494
30,"Male",13,22.18934822
30,"Female",12,4.807692528
30,"Male",12,19.23077011
29,"Male",14,10.57692337
29,"Female",14,33.65384674
29,"Male",16,21.63461494
29,"Female",16,23.07692337
29,"Female",12,11.53846169
